context,question,choices,answer
"Luật An ninh mạng: Hệ thống thông tin quan trọng về an ninh quốc gia là hệ thống thông tin khi bị sự cố, xâm nhập... sẽ xâm phạm nghiêm trọng an ninh mạng. Danh mục bao gồm hệ thống thông tin quân sự, an ninh, ngoại giao, cơ yếu; hệ thống thông tin lưu trữ bí mật nhà nước; hệ thống điều khiển tự động tại công trình quan trọng liên quan đến an ninh quốc gia. Thủ tướng Chính phủ ban hành Danh mục. Chính phủ quy định phối hợp giữa các cơ quan trong việc thẩm định, đánh giá hệ thống này.",Trong tình huống nào hệ thống điều khiển tự động tại công trình quan trọng sẽ được coi là hệ thống thông tin quan trọng về an ninh quốc gia?,"{'A': 'Khi hệ thống được xây dựng trong năm 2020', 'B': 'Khi hệ thống liên quan đến an ninh quốc gia theo quy định', 'C': 'Khi hệ thống có giá trị tài sản trên 1 tỷ đồng', 'D': 'Khi hệ thống được quản lý bởi doanh nghiệp tư nhân'}",B
"Luật Tiếp cận thông tin: Trình tự, thủ tục cung cấp thông tin trực tiếp tại trụ sở cơ quan cung cấp thông tin... (nội dung văn bản đã cung cấp)","Theo quy định, đối với thông tin đơn giản có sẵn, người yêu cầu có thể thực hiện hành động nào sau đây?","{'A': 'Được trực tiếp đọc, xem, nghe, ghi chép, sao chép, chụp tài liệu', 'B': 'Đợi 10 ngày làm việc để nhận bản sao', 'C': 'Yêu cầu cơ quan cung cấp thông tin qua đường bưu điện', 'D': 'Phải nộp phí sao chép tài liệu'}",A
"Luật Tiếp cận thông tin: Trình tự, thủ tục cung cấp thông tin trực tiếp tại trụ sở cơ quan cung cấp thông tin... (nội dung văn bản đã cung cấp)",Thời hạn tối đa để cơ quan cung cấp thông tin phức tạp cho người yêu cầu là bao nhiêu ngày làm việc?,"{'A': '5 ngày làm việc', 'B': '10 ngày làm việc', 'C': '15 ngày làm việc', 'D': '20 ngày làm việc'}",B
"Luật Tiếp cận thông tin: Trình tự, thủ tục cung cấp thông tin trực tiếp tại trụ sở cơ quan cung cấp thông tin... (nội dung văn bản đã cung cấp)","Nếu cơ quan cần thêm thời gian để xử lý yêu cầu cung cấp thông tin phức tạp, thời gian gia hạn tối đa là bao nhiêu ngày làm việc?","{'A': '5 ngày làm việc', 'B': '10 ngày làm việc', 'C': '15 ngày làm việc', 'D': '20 ngày làm việc'}",B
"Luật Tiếp cận thông tin: Trình tự, thủ tục cung cấp thông tin trực tiếp tại trụ sở cơ quan cung cấp thông tin... (nội dung văn bản đã cung cấp)",Trường hợp nào sau đây yêu cầu cơ quan phải thông báo bằng văn bản đến người yêu cầu?,"{'A': 'Khi thông tin đơn giản có sẵn', 'B': 'Khi thông tin phức tạp được cung cấp trong 10 ngày', 'C': 'Khi cần gia hạn thời gian cung cấp thông tin', 'D': 'Khi người yêu cầu yêu cầu sao chép tài liệu'}",C
"Luật Tiếp cận thông tin: Trình tự, thủ tục cung cấp thông tin trực tiếp tại trụ sở cơ quan cung cấp thông tin... (nội dung văn bản đã cung cấp)","Theo quy định, hành động nào sau đây là bắt buộc đối với cơ quan cung cấp thông tin?","{'A': 'Phải cung cấp bản sao miễn phí cho người yêu cầu', 'B': 'Phải thông báo bằng văn bản trong mọi trường hợp', 'C': 'Phải gia hạn thời gian cung cấp thông tin nếu có yêu cầu', 'D': 'Phải thông báo bằng văn bản khi từ chối cung cấp thông tin'}",D
"Luật Phòng, chống ma túy
Trách nhiệm của Bộ Y tế
1. Ban hành theo thẩm quyền hoặc trình cơ quan nhà nước có thẩm quyền ban hành văn bản quy phạm pháp luật về phòng, chống ma túy.
2. Thực hiện việc nghiên cứu thuốc và phương pháp cai nghiện ma túy; cấp, thu hồi giấy phép lưu hành thuốc, phương pháp cai nghiện ma túy; hỗ trợ về người, chuyên môn kỹ thuật y tế để cai nghiện ma túy.
3. Thống kê người đang tham gia điều trị nghiện các chất dạng thuốc phiện bằng thuốc thay thế.","Trách nhiệm nào sau đây là trách nhiệm của Bộ Y tế theo quy định của Luật Phòng, chống ma túy?","{'A': 'Ban hành văn bản quy phạm pháp luật về phòng, chống ma túy', 'B': 'Quản lý hoạt động giao thông đường bộ', 'C': 'Cấp giấy phép kinh doanh rượu', 'D': 'Đào tạo lực lượng công an'}",A
"Luật Phòng, chống ma túy
Trách nhiệm của Bộ Y tế
1. Ban hành theo thẩm quyền hoặc trình cơ quan nhà nước có thẩm quyền ban hành văn bản quy phạm pháp luật về phòng, chống ma túy.
2. Thực hiện việc nghiên cứu thuốc và phương pháp cai nghiện ma túy; cấp, thu hồi giấy phép lưu hành thuốc, phương pháp cai nghiện ma túy; hỗ trợ về người, chuyên môn kỹ thuật y tế để cai nghiện ma túy.
3. Thống kê người đang tham gia điều trị nghiện các chất dạng thuốc phiện bằng thuốc thay thế.",Nội dung nào sau đây KHÔNG phải là trách nhiệm của Bộ Y tế theo quy định pháp luật?,"{'A': 'Thống kê người điều trị nghiện chất dạng thuốc phiện bằng thuốc thay thế', 'B': 'Quản lý hoạt động xuất nhập khẩu ma túy', 'C': 'Cấp giấy phép lưu hành thuốc cai nghiện', 'D': 'Hỗ trợ chuyên môn y tế cho người cai nghiện'}",B
"Luật Phòng, chống ma túy
Trách nhiệm của Bộ Y tế
1. Ban hành theo thẩm quyền hoặc trình cơ quan nhà nước có thẩm quyền ban hành văn bản quy phạm pháp luật về phòng, chống ma túy.
2. Thực hiện việc nghiên cứu thuốc và phương pháp cai nghiện ma túy; cấp, thu hồi giấy phép lưu hành thuốc, phương pháp cai nghiện ma túy; hỗ trợ về người, chuyên môn kỹ thuật y tế để cai nghiện ma túy.
3. Thống kê người đang tham gia điều trị nghiện các chất dạng thuốc phiện bằng thuốc thay thế.","Trong trách nhiệm của Bộ Y tế, nội dung nào liên quan đến việc cấp giấy phép lưu hành thuốc cai nghiện?","{'A': 'Thống kê người điều trị nghiện', 'B': 'Cấp, thu hồi giấy phép lưu hành thuốc cai nghiện', 'C': 'Quản lý cơ sở chữa bệnh', 'D': 'Phối hợp với Bộ Tài chính'}",B
"Luật Phòng, chống ma túy
Trách nhiệm của Bộ Y tế
1. Ban hành theo thẩm quyền hoặc trình cơ quan nhà nước có thẩm quyền ban hành văn bản quy phạm pháp luật về phòng, chống ma túy.
2. Thực hiện việc nghiên cứu thuốc và phương pháp cai nghiện ma túy; cấp, thu hồi giấy phép lưu hành thuốc, phương pháp cai nghiện ma túy; hỗ trợ về người, chuyên môn kỹ thuật y tế để cai nghiện ma túy.
3. Thống kê người đang tham gia điều trị nghiện các chất dạng thuốc phiện bằng thuốc thay thế.",Mục đích của việc thống kê người điều trị nghiện chất dạng thuốc phiện bằng thuốc thay thế là gì?,"{'A': 'Đánh giá mức độ phổ biến của ma túy', 'B': 'Theo dõi tiến độ điều trị và hiệu quả can thiệp', 'C': 'Xác định số lượng người nghiện trong toàn quốc', 'D': 'Lập kế hoạch phân bổ ngân sách'}",B
"Luật Phòng, chống ma túy
Trách nhiệm của Bộ Y tế
1. Ban hành theo thẩm quyền hoặc trình cơ quan nhà nước có thẩm quyền ban hành văn bản quy phạm pháp luật về phòng, chống ma túy.
2. Thực hiện việc nghiên cứu thuốc và phương pháp cai nghiện ma túy; cấp, thu hồi giấy phép lưu hành thuốc, phương pháp cai nghiện ma túy; hỗ trợ về người, chuyên môn kỹ thuật y tế để cai nghiện ma túy.
3. Thống kê người đang tham gia điều trị nghiện các chất dạng thuốc phiện bằng thuốc thay thế.","Nếu một phương pháp cai nghiện ma túy bị phát hiện có hiệu quả thấp, Bộ Y tế nên thực hiện biện pháp nào theo quy định pháp luật?","{'A': 'Tạm dừng hoạt động của cơ sở cai nghiện', 'B': 'Cấp thêm giấy phép lưu hành phương pháp đó', 'C': 'Thu hồi giấy phép lưu hành phương pháp đó', 'D': 'Tăng cường quảng bá phương pháp đó'}",C
"Luật Tố tụng hành chính: Người đại diện, Điều 1","Theo Luật Tố tụng hành chính, người đại diện theo pháp luật trong tố tụng hành chính không bao gồm:","{'A': 'Người giám hộ đối với người được giám hộ', 'B': 'Người đứng đầu cơ quan, tổ chức', 'C': 'Người được Tòa án chỉ định đối với người bị hạn chế năng lực hành vi dân sự', 'D': 'Người được ủy quyền bằng văn bản'}",D
"Luật Tố tụng hành chính: Người đại diện, Điều 1",Người đại diện theo ủy quyền trong tố tụng hành chính không được:,"{'A': 'Thực hiện quyền và nghĩa vụ của người ủy quyền', 'B': 'Ủy quyền lại cho người thứ ba', 'C': 'Là người có năng lực hành vi dân sự đầy đủ', 'D': 'Là thành viên hộ gia đình, tổ hợp tác'}",B
"Luật Tố tụng hành chính: Người đại diện, Điều 1",So sánh người đại diện theo pháp luật và người đại diện theo ủy quyền trong tố tụng hành chính:,"{'A': 'Người đại diện theo pháp luật được bổ nhiệm bởi đương sự, người đại diện theo ủy quyền được ủy quyền bởi đương sự', 'B': 'Người đại diện theo pháp luật có thể là cha mẹ, người đại diện theo ủy quyền không thể là cha mẹ', 'C': 'Người đại diện theo pháp luật thực hiện quyền của đương sự, người đại diện theo ủy quyền thực hiện quyền của người ủy quyền', 'D': 'Người đại diện theo pháp luật không cần văn bản ủy quyền, người đại diện theo ủy quyền phải có văn bản ủy quyền'}",C
"Luật Tố tụng hành chính: Người đại diện, Điều 1",Người nào sau đây không được làm người đại diện trong tố tụng hành chính?,"{'A': 'Người có quyền và lợi ích hợp pháp đối lập với đương sự', 'B': 'Cán bộ, công chức trong cơ quan Tòa án', 'C': 'Người được Tòa án chỉ định', 'D': 'Người đại diện theo pháp luật của đương sự'}",A
"Luật Tố tụng hành chính: Người đại diện, Điều 1",Hệ quả pháp lý khi người đại diện trong tố tụng hành chính bị cấm theo quy định của Luật Tố tụng hành chính là:,"{'A': 'Bị xử lý hình sự theo quy định của Bộ luật Hình sự', 'B': 'Không được tham gia tố tụng hành chính trong vụ án đó', 'C': 'Phải bồi thường thiệt hại cho đương sự', 'D': 'Bị phạt tiền theo quy định của pháp luật'}",B
"Luật Bảo vệ môi trường
Bảo vệ môi trường trong mai táng, hỏa táng
1. Khu mai táng, hỏa táng phải phù hợp với quy hoạch; có vị trí, khoảng cách đáp ứng yêu cầu về vệ sinh môi trường, cảnh quan khu dân cư, không gây ô nhiễm nguồn nước và môi trường xung quanh.
Chính phủ quy định việc bảo vệ môi trường trong hoạt động mai táng, hỏa táng phù hợp đặc điểm phong tục, tập quán, tín ngưỡng, tôn giáo.
2. Việc quàn, ướp, di chuyển, chôn cất thi thể, hài cốt phải bảo đảm yêu cầu về vệ sinh môi trường.
3. Tổ chức, cá nhân hoạt động dịch vụ mai táng, hỏa táng phải chấp hành quy định của pháp luật về bảo vệ môi trường, phòng, chống bệnh truyền nhiễm.
4. Nhà nước khuyến khích việc hỏa táng, mai táng hợp vệ sinh, trong khu nghĩa trang theo quy hoạch; xóa bỏ hủ tục trong mai táng, hỏa táng gây ô nhiễm môi trường.
5. Bộ trưởng Bộ Y tế quy định việc mai táng, hỏa táng người chết do dịch bệnh nguy hiểm.","Theo Luật Bảo vệ môi trường, khu mai táng, hỏa táng phải đáp ứng yêu cầu nào sau đây?","{'A': 'Không cần tuân thủ quy hoạch', 'B': 'Phải phù hợp với quy hoạch và đảm bảo vệ sinh môi trường', 'C': 'Chỉ cần đảm bảo cảnh quan khu dân cư', 'D': 'Không cần quan tâm đến ô nhiễm nguồn nước'}",B
"Luật Bảo vệ môi trường
Bảo vệ môi trường trong mai táng, hỏa táng
1. Khu mai táng, hỏa táng phải phù hợp với quy hoạch; có vị trí, khoảng cách đáp ứng yêu cầu về vệ sinh môi trường, cảnh quan khu dân cư, không gây ô nhiễm nguồn nước và môi trường xung quanh.
Chính phủ quy định việc bảo vệ môi trường trong hoạt động mai táng, hỏa táng phù hợp đặc điểm phong tục, tập quán, tín ngưỡng, tôn giáo.
2. Việc quàn, ướp, di chuyển, chôn cất thi thể, hài cốt phải bảo đảm yêu cầu về vệ sinh môi trường.
3. Tổ chức, cá nhân hoạt động dịch vụ mai táng, hỏa táng phải chấp hành quy định của pháp luật về bảo vệ môi trường, phòng, chống bệnh truyền nhiễm.
4. Nhà nước khuyến khích việc hỏa táng, mai táng hợp vệ sinh, trong khu nghĩa trang theo quy hoạch; xóa bỏ hủ tục trong mai táng, hỏa táng gây ô nhiễm môi trường.
5. Bộ trưởng Bộ Y tế quy định việc mai táng, hỏa táng người chết do dịch bệnh nguy hiểm.","Chính phủ có vai trò gì trong việc bảo vệ môi trường trong hoạt động mai táng, hỏa táng?","{'A': 'Không có vai trò nào', 'B': 'Quy định việc bảo vệ môi trường phù hợp với phong tục, tín ngưỡng', 'C': 'Quy định việc bảo vệ môi trường theo quy hoạch quốc gia', 'D': 'Quy định việc bảo vệ môi trường theo yêu cầu của doanh nghiệp'}",B
"Luật Bảo vệ môi trường
Bảo vệ môi trường trong mai táng, hỏa táng
1. Khu mai táng, hỏa táng phải phù hợp với quy hoạch; có vị trí, khoảng cách đáp ứng yêu cầu về vệ sinh môi trường, cảnh quan khu dân cư, không gây ô nhiễm nguồn nước và môi trường xung quanh.
Chính phủ quy định việc bảo vệ môi trường trong hoạt động mai táng, hỏa táng phù hợp đặc điểm phong tục, tập quán, tín ngưỡng, tôn giáo.
2. Việc quàn, ướp, di chuyển, chôn cất thi thể, hài cốt phải bảo đảm yêu cầu về vệ sinh môi trường.
3. Tổ chức, cá nhân hoạt động dịch vụ mai táng, hỏa táng phải chấp hành quy định của pháp luật về bảo vệ môi trường, phòng, chống bệnh truyền nhiễm.
4. Nhà nước khuyến khích việc hỏa táng, mai táng hợp vệ sinh, trong khu nghĩa trang theo quy hoạch; xóa bỏ hủ tục trong mai táng, hỏa táng gây ô nhiễm môi trường.
5. Bộ trưởng Bộ Y tế quy định việc mai táng, hỏa táng người chết do dịch bệnh nguy hiểm.","Tổ chức, cá nhân hoạt động dịch vụ mai táng, hỏa táng phải thực hiện nghĩa vụ nào sau đây?","{'A': 'Không cần tuân thủ pháp luật về bảo vệ môi trường', 'B': 'Chỉ cần đảm bảo an toàn cho người sử dụng dịch vụ', 'C': 'Chấp hành quy định pháp luật về bảo vệ môi trường và phòng, chống bệnh truyền nhiễm', 'D': 'Tự ý quyết định quy trình mai táng, hỏa táng'}",C
"Luật Bảo vệ môi trường
Bảo vệ môi trường trong mai táng, hỏa táng
1. Khu mai táng, hỏa táng phải phù hợp với quy hoạch; có vị trí, khoảng cách đáp ứng yêu cầu về vệ sinh môi trường, cảnh quan khu dân cư, không gây ô nhiễm nguồn nước và môi trường xung quanh.
Chính phủ quy định việc bảo vệ môi trường trong hoạt động mai táng, hỏa táng phù hợp đặc điểm phong tục, tập quán, tín ngưỡng, tôn giáo.
2. Việc quàn, ướp, di chuyển, chôn cất thi thể, hài cốt phải bảo đảm yêu cầu về vệ sinh môi trường.
3. Tổ chức, cá nhân hoạt động dịch vụ mai táng, hỏa táng phải chấp hành quy định của pháp luật về bảo vệ môi trường, phòng, chống bệnh truyền nhiễm.
4. Nhà nước khuyến khích việc hỏa táng, mai táng hợp vệ sinh, trong khu nghĩa trang theo quy hoạch; xóa bỏ hủ tục trong mai táng, hỏa táng gây ô nhiễm môi trường.
5. Bộ trưởng Bộ Y tế quy định việc mai táng, hỏa táng người chết do dịch bệnh nguy hiểm.","Nhà nước có chính sách khuyến khích điều gì trong hoạt động mai táng, hỏa táng?","{'A': 'Tăng cường hủ tục truyền thống', 'B': 'Xóa bỏ hủ tục gây ô nhiễm môi trường', 'C': 'Khuyến khích mai táng theo kiểu truyền thống', 'D': 'Khuyến khích tổ chức đám tang quy mô lớn'}",B
"Luật Bảo vệ môi trường
Bảo vệ môi trường trong mai táng, hỏa táng
1. Khu mai táng, hỏa táng phải phù hợp với quy hoạch; có vị trí, khoảng cách đáp ứng yêu cầu về vệ sinh môi trường, cảnh quan khu dân cư, không gây ô nhiễm nguồn nước và môi trường xung quanh.
Chính phủ quy định việc bảo vệ môi trường trong hoạt động mai táng, hỏa táng phù hợp đặc điểm phong tục, tập quán, tín ngưỡng, tôn giáo.
2. Việc quàn, ướp, di chuyển, chôn cất thi thể, hài cốt phải bảo đảm yêu cầu về vệ sinh môi trường.
3. Tổ chức, cá nhân hoạt động dịch vụ mai táng, hỏa táng phải chấp hành quy định của pháp luật về bảo vệ môi trường, phòng, chống bệnh truyền nhiễm.
4. Nhà nước khuyến khích việc hỏa táng, mai táng hợp vệ sinh, trong khu nghĩa trang theo quy hoạch; xóa bỏ hủ tục trong mai táng, hỏa táng gây ô nhiễm môi trường.
5. Bộ trưởng Bộ Y tế quy định việc mai táng, hỏa táng người chết do dịch bệnh nguy hiểm.",Việc mai táng người chết do dịch bệnh nguy hiểm được quy định bởi cơ quan nào?,"{'A': 'Bộ Tài nguyên và Môi trường', 'B': 'Bộ Y tế', 'C': 'Chính phủ', 'D': 'Ủy ban Nhân dân cấp tỉnh'}",B
"Bộ luật dân sự
Không chịu trách nhiệm sau khi chuyển giao quyền yêu cầu
Người chuyển giao quyền yêu cầu không phải chịu trách nhiệm về khả năng thực hiện nghĩa vụ của bên có nghĩa vụ sau khi chuyển giao quyền yêu cầu, trừ trường hợp có thỏa thuận khác.","Theo quy định, người chuyển giao quyền yêu cầu không chịu trách nhiệm về điều gì sau khi chuyển giao?","{'A': 'Khả năng thực hiện nghĩa vụ của bên có nghĩa vụ', 'B': 'Việc thực hiện quyền yêu cầu của người nhận', 'C': 'Lệ phí giao dịch chuyển giao quyền yêu cầu', 'D': 'Tình trạng pháp lý của người chuyển giao'}",A
"Bộ luật dân sự
Không chịu trách nhiệm sau khi chuyển giao quyền yêu cầu
Người chuyển giao quyền yêu cầu không phải chịu trách nhiệm về khả năng thực hiện nghĩa vụ của bên có nghĩa vụ sau khi chuyển giao quyền yêu cầu, trừ trường hợp có thỏa thuận khác.",Trường hợp nào người chuyển giao quyền yêu cầu vẫn phải chịu trách nhiệm?,"{'A': 'Khi người nhận quyền yêu cầu không thực hiện nghĩa vụ', 'B': 'Khi có thỏa thuận khác giữa các bên', 'C': 'Khi bên có nghĩa vụ không có năng lực pháp luật', 'D': 'Khi quyền yêu cầu bị vô hiệu'}",B
"Bộ luật dân sự
Không chịu trách nhiệm sau khi chuyển giao quyền yêu cầu
Người chuyển giao quyền yêu cầu không phải chịu trách nhiệm về khả năng thực hiện nghĩa vụ của bên có nghĩa vụ sau khi chuyển giao quyền yêu cầu, trừ trường hợp có thỏa thuận khác.",Hành vi nào sau đây KHÔNG bị ảnh hưởng bởi quy định về chuyển giao quyền yêu cầu?,"{'A': 'Trách nhiệm của người chuyển giao', 'B': 'Quyền yêu cầu của người nhận', 'C': 'Năng lực thực hiện nghĩa vụ của bên có nghĩa vụ', 'D': 'Tính hợp pháp của hợp đồng chuyển giao'}",D
"Bộ luật dân sự
Không chịu trách nhiệm sau khi chuyển giao quyền yêu cầu
Người chuyển giao quyền yêu cầu không phải chịu trách nhiệm về khả năng thực hiện nghĩa vụ của bên có nghĩa vụ sau khi chuyển giao quyền yêu cầu, trừ trường hợp có thỏa thuận khác.",Người có nghĩa vụ sau khi nhận quyền yêu cầu phải chịu trách nhiệm về điều gì?,"{'A': 'Khả năng tài chính của người chuyển giao', 'B': 'Sự thỏa thuận giữa người chuyển giao và người nhận', 'C': 'Năng lực thực hiện nghĩa vụ của mình', 'D': 'Tình trạng pháp lý của người chuyển giao'}",C
"Bộ luật dân sự
Không chịu trách nhiệm sau khi chuyển giao quyền yêu cầu
Người chuyển giao quyền yêu cầu không phải chịu trách nhiệm về khả năng thực hiện nghĩa vụ của bên có nghĩa vụ sau khi chuyển giao quyền yêu cầu, trừ trường hợp có thỏa thuận khác.",Trong trường hợp nào người chuyển giao quyền yêu cầu có thể bị yêu cầu bồi thường thiệt hại?,"{'A': 'Khi người nhận quyền yêu cầu vi phạm nghĩa vụ', 'B': 'Khi có thỏa thuận khác giữa các bên', 'C': 'Khi bên có nghĩa vụ không có năng lực thực hiện', 'D': 'Khi quyền yêu cầu bị vô hiệu'}",B
"Luật Khám bệnh, chữa bệnh - Khám sức khỏe
1. Các hình thức khám sức khỏe bao gồm:
... (các điểm a đến g)
2. Bộ trưởng Bộ Y tế quy định tiêu chuẩn và việc khám sức khỏe quy định tại khoản 1 Điều này, trừ trường hợp quy định tại khoản 3 Điều này.
3. Bộ trưởng Bộ Quốc phòng, Bộ trưởng Bộ Công an quy định tiêu chuẩn sức khỏe đặc thù và việc khám sức khỏe cho đối tượng thuộc thẩm quyền quản lý.","Theo Luật Khám bệnh, chữa bệnh, hình thức khám sức khỏe nào sau đây không được liệt kê trong khoản 1 Điều 1?","{'A': 'Khám sức khỏe định kỳ', 'B': 'Khám sức khỏe để phân loại sức khỏe để đi học, đi làm việc', 'C': 'Khám sức khỏe cho học sinh, sinh viên', 'D': 'Khám sức khỏe để phát hiện bệnh mãn tính'}",D
"Luật Khám bệnh, chữa bệnh - Khám sức khỏe
1. Các hình thức khám sức khỏe bao gồm:
... (các điểm a đến g)
2. Bộ trưởng Bộ Y tế quy định tiêu chuẩn và việc khám sức khỏe quy định tại khoản 1 Điều này, trừ trường hợp quy định tại khoản 3 Điều này.
3. Bộ trưởng Bộ Quốc phòng, Bộ trưởng Bộ Công an quy định tiêu chuẩn sức khỏe đặc thù và việc khám sức khỏe cho đối tượng thuộc thẩm quyền quản lý.",Ai quy định tiêu chuẩn và việc khám sức khỏe quy định tại khoản 1 Điều 1?,"{'A': 'Bộ trưởng Bộ Quốc phòng', 'B': 'Bộ trưởng Bộ Y tế', 'C': 'Bộ trưởng Bộ Công an', 'D': 'Chính phủ'}",B
"Luật Khám bệnh, chữa bệnh - Khám sức khỏe
1. Các hình thức khám sức khỏe bao gồm:
... (các điểm a đến g)
2. Bộ trưởng Bộ Y tế quy định tiêu chuẩn và việc khám sức khỏe quy định tại khoản 1 Điều này, trừ trường hợp quy định tại khoản 3 Điều này.
3. Bộ trưởng Bộ Quốc phòng, Bộ trưởng Bộ Công an quy định tiêu chuẩn sức khỏe đặc thù và việc khám sức khỏe cho đối tượng thuộc thẩm quyền quản lý.",Trường hợp nào sau đây thuộc thẩm quyền quy định tiêu chuẩn sức khỏe của Bộ trưởng Bộ Quốc phòng?,"{'A': 'Khám sức khỏe định kỳ cho công chức', 'B': 'Khám sức khỏe để phân loại sức khỏe cho học sinh', 'C': 'Khám sức khỏe theo yêu cầu nghề nghiệp đặc thù của lực lượng vũ trang', 'D': 'Khám sức khỏe phát hiện bệnh nghề nghiệp'}",C
"Luật Khám bệnh, chữa bệnh - Khám sức khỏe
1. Các hình thức khám sức khỏe bao gồm:
... (các điểm a đến g)
2. Bộ trưởng Bộ Y tế quy định tiêu chuẩn và việc khám sức khỏe quy định tại khoản 1 Điều này, trừ trường hợp quy định tại khoản 3 Điều này.
3. Bộ trưởng Bộ Quốc phòng, Bộ trưởng Bộ Công an quy định tiêu chuẩn sức khỏe đặc thù và việc khám sức khỏe cho đối tượng thuộc thẩm quyền quản lý.",Hình thức khám sức khỏe nào được áp dụng để phát hiện bệnh nghề nghiệp?,"{'A': 'Khám sức khỏe định kỳ', 'B': 'Khám sức khỏe để phân loại sức khỏe', 'C': 'Khám sức khỏe theo yêu cầu', 'D': 'Khám phát hiện bệnh nghề nghiệp'}",D
"Luật Khám bệnh, chữa bệnh - Khám sức khỏe
1. Các hình thức khám sức khỏe bao gồm:
... (các điểm a đến g)
2. Bộ trưởng Bộ Y tế quy định tiêu chuẩn và việc khám sức khỏe quy định tại khoản 1 Điều này, trừ trường hợp quy định tại khoản 3 Điều này.
3. Bộ trưởng Bộ Quốc phòng, Bộ trưởng Bộ Công an quy định tiêu chuẩn sức khỏe đặc thù và việc khám sức khỏe cho đối tượng thuộc thẩm quyền quản lý.","Nếu một công nhân trong doanh nghiệp nhà nước cần thực hiện khám sức khỏe để đáp ứng yêu cầu nghề nghiệp, cơ quan nào có thẩm quyền quy định tiêu chuẩn khám?","{'A': 'Bộ trưởng Bộ Y tế', 'B': 'Bộ trưởng Bộ Quốc phòng', 'C': 'Bộ trưởng Bộ Công an', 'D': 'Chính phủ'}",A
"Luật Giáo dục
Hiệu trưởng
1. Hiệu trưởng là người chịu trách nhiệm quản lý, điều hành các hoạt động của nhà trường, do cơ quan có thẩm quyền bổ nhiệm hoặc công nhận.
2. Hiệu trưởng trường thuộc hệ thống giáo dục quốc dân phải được đào tạo, bồi dưỡng về nghiệp vụ quản lý trường học và đạt chuẩn hiệu trưởng.
3. Tiêu chuẩn, nhiệm vụ và quyền hạn của hiệu trưởng; thủ tục, quy trình bổ nhiệm hiệu trưởng cơ sở giáo dục mầm non, giáo dục phổ thông do Bộ trưởng Bộ Giáo dục và Đào tạo quy định.
4. Tiêu chuẩn, nhiệm vụ và quyền hạn của hiệu trưởng; thủ tục, quy trình bổ nhiệm hiệu trưởng cơ sở giáo dục nghề nghiệp, giáo dục đại học thực hiện theo quy định của Luật Giáo dục nghề nghiệp, Luật Giáo dục đại học và quy định khác của pháp luật có liên quan.","Theo Luật Giáo dục, người nào chịu trách nhiệm quản lý, điều hành các hoạt động của nhà trường?","{'A': 'Hiệu trưởng', 'B': 'Ban Giám hiệu', 'C': 'Hội đồng trường', 'D': 'Cơ quan quản lý giáo dục'}",A
"Luật Giáo dục
Hiệu trưởng
1. Hiệu trưởng là người chịu trách nhiệm quản lý, điều hành các hoạt động của nhà trường, do cơ quan có thẩm quyền bổ nhiệm hoặc công nhận.
2. Hiệu trưởng trường thuộc hệ thống giáo dục quốc dân phải được đào tạo, bồi dưỡng về nghiệp vụ quản lý trường học và đạt chuẩn hiệu trưởng.
3. Tiêu chuẩn, nhiệm vụ và quyền hạn của hiệu trưởng; thủ tục, quy trình bổ nhiệm hiệu trưởng cơ sở giáo dục mầm non, giáo dục phổ thông do Bộ trưởng Bộ Giáo dục và Đào tạo quy định.
4. Tiêu chuẩn, nhiệm vụ và quyền hạn của hiệu trưởng; thủ tục, quy trình bổ nhiệm hiệu trưởng cơ sở giáo dục nghề nghiệp, giáo dục đại học thực hiện theo quy định của Luật Giáo dục nghề nghiệp, Luật Giáo dục đại học và quy định khác của pháp luật có liên quan.",Hiệu trưởng trường thuộc hệ thống giáo dục quốc dân phải đáp ứng điều kiện nào theo Luật Giáo dục?,"{'A': 'Có bằng thạc sĩ', 'B': 'Được đào tạo, bồi dưỡng về nghiệp vụ quản lý và đạt chuẩn hiệu trưởng', 'C': 'Có ít nhất 10 năm kinh nghiệm giảng dạy', 'D': 'Được bầu bởi hội đồng trường'}",B
"Luật Giáo dục
Hiệu trưởng
1. Hiệu trưởng là người chịu trách nhiệm quản lý, điều hành các hoạt động của nhà trường, do cơ quan có thẩm quyền bổ nhiệm hoặc công nhận.
2. Hiệu trưởng trường thuộc hệ thống giáo dục quốc dân phải được đào tạo, bồi dưỡng về nghiệp vụ quản lý trường học và đạt chuẩn hiệu trưởng.
3. Tiêu chuẩn, nhiệm vụ và quyền hạn của hiệu trưởng; thủ tục, quy trình bổ nhiệm hiệu trưởng cơ sở giáo dục mầm non, giáo dục phổ thông do Bộ trưởng Bộ Giáo dục và Đào tạo quy định.
4. Tiêu chuẩn, nhiệm vụ và quyền hạn của hiệu trưởng; thủ tục, quy trình bổ nhiệm hiệu trưởng cơ sở giáo dục nghề nghiệp, giáo dục đại học thực hiện theo quy định của Luật Giáo dục nghề nghiệp, Luật Giáo dục đại học và quy định khác của pháp luật có liên quan.","Tiêu chuẩn, nhiệm vụ và quyền hạn của hiệu trưởng trường phổ thông do cơ quan nào quy định?","{'A': 'Bộ Giáo dục và Đào tạo', 'B': 'Chính phủ', 'C': 'Hội đồng Nhà nước', 'D': 'Ủy ban Nhân dân cấp tỉnh'}",A
