context,question,answer
"Bộ luật dân sự
Hợp đồng mua bán tài sản
Hợp đồng mua bán tài sản là sự thỏa thuận giữa các bên, theo đó bên bán chuyển quyền sở hữu tài sản cho bên mua và bên mua trả tiền cho bên bán.
Hợp đồng mua bán nhà ở, mua bán nhà để sử dụng vào mục đích khác được thực hiện theo quy định của Bộ luật này, Luật nhà ở và luật khác có liên quan.",Hợp đồng mua bán nhà ở chỉ cần tuân thủ quy định của Bộ luật dân sự mà không cần áp dụng Luật nhà ở. đúng hay sai?,Sai
"Bộ luật dân sự, Quyền hiến, nhận mô, bộ phận cơ thể người và hiến, lấy xác","Việc hiến, lấy mô, bộ phận cơ thể người, hiến, lấy xác chỉ được thực hiện theo quy định của Bộ luật dân sự và không áp dụng Luật hiến, lấy, ghép mô, bộ phận cơ thể người và hiến, lấy xác. đúng hay sai?",Sai
Luật Bảo vệ môi trường: Xử lý chất thải rắn sinh hoạt (Điều 1-6),Ủy ban nhân dân các cấp phải luôn thực hiện lựa chọn cơ sở xử lý chất thải rắn sinh hoạt thông qua hình thức đấu thầu đúng hay sai?,Sai
"Bộ luật dân sự
Quyền định đoạt là quyền chuyển giao quyền sở hữu tài sản, từ bỏ quyền sở hữu, tiêu dùng hoặc tiêu hủy tài sản.",Quyền định đoạt chỉ bao gồm việc chuyển giao quyền sở hữu tài sản. đúng hay sai?,Sai
"Hiến pháp
1. Người Việt Nam định cư ở nước ngoài là bộ phận không tách rời của cộng đồng dân tộc Việt Nam.
2. Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam khuyến khích và tạo điều kiện để người Việt Nam định cư ở nước ngoài giữ gìn và phát huy bản sắc văn hóa dân tộc Việt Nam, giữ quan hệ gắn bó với gia đình và quê hương, góp phần xây dựng quê hương, đất nước.","Người Việt Nam định cư ở nước ngoài có nghĩa vụ góp phần xây dựng quê hương, đất nước đúng hay sai?",Đúng
"Luật Đất đai, Nguyên tắc thống kê, kiểm kê đất đai","Nguyên tắc thống nhất về nghiệp vụ và phương pháp thống kê, kiểm kê đất đai được quy định ở nguyên tắc thứ ba đúng hay sai?",Sai
"Luật Đất đai: Cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất đối với trường hợp thửa đất thuộc phạm vi nhiều đơn vị hành chính cấp xã
1. Trường hợp thửa đất thuộc phạm vi nhiều xã, phường, thị trấn nhưng cùng thuộc thẩm quyền cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất của một cơ quan thì cấp một Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất cho người sử dụng đất; trong đó phải xác định từng phần diện tích thuộc phạm vi từng đơn vị hành chính cấp xã.
2. Trường hợp thửa đất thuộc phạm vi nhiều xã, phường, thị trấn thuộc thẩm quyền cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất của các cơ quan khác nhau thì cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất theo từng thửa đất thuộc thẩm quyền của từng cơ quan cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất.","Theo Điều 102 Luật Đất đai, trường hợp thửa đất thuộc phạm vi nhiều xã nhưng cùng thuộc thẩm quyền cấp giấy chứng nhận của một cơ quan thì cấp giấy chứng nhận không cần ghi rõ từng phần diện tích thuộc từng xã. đúng hay sai?",Sai
"Hiến pháp 2013: Công dân có quyền tự do ngôn luận, tự do báo chí, tiếp cận thông tin, hội họp, lập hội, biểu tình. Việc thực hiện các quyền này do pháp luật quy định.",Công dân có thể tổ chức biểu tình bất kỳ lúc nào mà không cần xin phép đúng hay sai?,Sai
"Bộ luật dân sự, Tách pháp nhân 1. Một pháp nhân có thể tách thành nhiều pháp nhân. 2. Sau khi tách, pháp nhân bị tách và pháp nhân được tách thực hiện quyền, nghĩa vụ dân sự của mình phù hợp với mục đích hoạt động.","Sau khi tách, pháp nhân bị tách và pháp nhân được tách thực hiện quyền, nghĩa vụ dân sự không phụ thuộc vào mục đích hoạt động đúng hay sai?",Sai
"Luật Tố tụng hành chính: Sửa chữa, bổ sung bản án, quyết định của Tòa án
1. Sau khi bản án, quyết định của Tòa án được ban hành thì không được sửa chữa, bổ sung, trừ trường hợp phát hiện lỗi rõ ràng về chính tả, về số liệu do nhầm lẫn hoặc tính toán sai. Văn bản sửa chữa, bổ sung phải được Tòa án gửi ngay cho đương sự và Viện kiểm sát cùng cấp; trường hợp bản án, quyết định đã có hiệu lực pháp luật còn phải gửi cho cơ quan thi hành án dân sự cùng cấp, cơ quan cấp trên trực tiếp của người bị kiện.
2. Việc sửa chữa, bổ sung bản án, quyết định quy định tại khoản 1 Điều này do Thẩm phán Chủ tọa phiên tòa phối hợp với các thành viên Hội đồng xét xử vụ án hoặc Thẩm phán Chủ tọa phiên họp thực hiện. Trường hợp một trong những thành viên của Hội đồng xét xử hoặc Thẩm phán Chủ tọa phiên họp không thể thực hiện được việc sửa chữa, bổ sung thì việc sửa chữa, bổ sung do Chánh án Tòa án thực hiện.","Bản án, quyết định đã có hiệu lực pháp luật được sửa chữa, bổ sung thì không cần gửi cho cơ quan thi hành án dân sự. đúng hay sai?",Sai
Luật Tố tụng hành chính - Năng lực pháp luật tố tụng hành chính và năng lực hành vi tố tụng hành chính của đương sự,Người bị hạn chế năng lực hành vi dân sự được xác định năng lực hành vi tố tụng hành chính theo quyết định của Tòa án đúng hay sai?,Đúng
"Luật Bảo vệ quyền lợi người tiêu dùng
Vụ án dân sự về bảo vệ quyền lợi người tiêu dùng
1. Vụ án dân sự về bảo vệ quyền lợi người tiêu dùng là vụ án mà bên khởi kiện là người tiêu dùng hoặc tổ chức xã hội tham gia bảo vệ quyền lợi người tiêu dùng theo quy định tại Luật này. Tòa án giải quyết vụ án dân sự về bảo vệ quyền lợi người tiêu dùng theo trình tự, thủ tục quy định tại Bộ luật Tố tụng dân sự.
2. Vụ án dân sự về bảo vệ quyền lợi người tiêu dùng có giá trị giao dịch dưới 100 triệu đồng thì được giải quyết theo thủ tục rút gọn mà không phải đáp ứng các điều kiện quy định tại khoản 1 Điều 317 của Bộ luật Tố tụng Dân sự.
3. Vụ án dân sự về bảo vệ quyền lợi người tiêu dùng không thuộc trường hợp quy định tại khoản 2 Điều này được giải quyết theo thủ tục rút gọn khi đáp ứng đủ các điều kiện quy định tại khoản 1 Điều 317 của Bộ luật Tố tụng dân sự.",Vụ án dân sự về bảo vệ quyền lợi người tiêu dùng không thuộc trường hợp quy định tại khoản 2 Điều này được giải quyết theo thủ tục rút gọn mà không cần đáp ứng điều kiện quy định tại khoản 1 Điều 317 đúng hay sai?,Sai
"Luật Du lịch, Điều kiện công nhận điểm du lịch",Chính phủ có thẩm quyền quy định các điều kiện công nhận điểm du lịch đúng hay sai?,Sai
"Hiến pháp
1. Hội đồng nhân dân là cơ quan quyền lực nhà nước ở địa phương, đại diện cho ý chí, nguyện vọng và quyền làm chủ của Nhân dân, do Nhân dân địa phương bầu ra, chịu trách nhiệm trước Nhân dân địa phương và cơ quan nhà nước cấp trên.
2. Hội đồng nhân dân quyết định các vấn đề của địa phương do luật định; giám sát việc tuân theo Hiến pháp và pháp luật ở địa phương và việc thực hiện nghị quyết của Hội đồng nhân dân.","Hội đồng nhân dân là cơ quan quyền lực nhà nước ở địa phương, do Nhân dân địa phương bầu ra và chịu trách nhiệm trước Nhân dân địa phương đúng hay sai?",Đúng
"Luật Giáo dục, Điều 3: Người học là người đang học tập tại cơ sở giáo dục trong hệ thống giáo dục quốc dân bao gồm: 1. Trẻ em của cơ sở giáo dục mầm non; 2. Học sinh của cơ sở giáo dục phổ thông, lớp đào tạo nghề, trung tâm giáo dục nghề nghiệp - giáo dục thường xuyên, trung tâm giáo dục nghề nghiệp, trường trung cấp, trường dự bị đại học; 3. Sinh viên của trường cao đẳng, trường đại học; 4. Học viên của cơ sở đào tạo thạc sĩ; 5. Nghiên cứu sinh của cơ sở đào tạo tiến sĩ; 6. Học viên theo học chương trình giáo dục thường xuyên.",Học viên theo học chương trình giáo dục thường xuyên là người học đúng hay sai?,Đúng
"Bộ luật dân sự: Xác lập quyền sở hữu theo thời hiệu do chiếm hữu, được lợi về tài sản không có căn cứ pháp luật. Người chiếm hữu, người được lợi về tài sản không có căn cứ pháp luật nhưng ngay tình, liên tục, công khai trong thời hạn 10 năm đối với động sản, 30 năm đối với bất động sản thì trở thành chủ sở hữu tài sản đó, kể từ thời điểm bắt đầu chiếm hữu, trừ trường hợp Bộ luật này, luật khác có liên quan quy định khác.","Thời hạn để người chiếm hữu tài sản động sản trở thành chủ sở hữu là 10 năm, kể từ thời điểm bắt đầu chiếm hữu đúng hay sai?",Đúng
"Bộ luật dân sự, Đơn phương chấm dứt thực hiện hợp đồng vận chuyển hành khách, Điều 524 và 525","Hành khách có quyền đơn phương chấm dứt hợp đồng khi bên vận chuyển vi phạm nghĩa vụ quy định tại Điều 524, khoản 2 đúng hay sai?",Sai
"Luật Giáo dục: Vị trí, vai trò và mục tiêu của giáo dục mầm non
1. Giáo dục mầm non là cấp học đầu tiên trong hệ thống giáo dục quốc dân, đặt nền móng cho sự phát triển toàn diện con người Việt Nam, thực hiện việc nuôi dưỡng, chăm sóc, giáo dục trẻ em từ 03 tháng tuổi đến 06 tuổi.
2. Giáo dục mầm non nhằm phát triển toàn diện trẻ em về thể chất, tình cảm, trí tuệ, thẩm mỹ, hình thành yếu tố đầu tiên của nhân cách, chuẩn bị cho trẻ em vào học lớp một.",Nếu một trẻ em 5 tuổi chưa được tham gia giáo dục mầm non thì đây là vi phạm pháp luật đúng hay sai?,Sai
"Luật Nhà ở: Đối tượng được hưởng chính sách hỗ trợ về nhà lưu trú công nhân trong khu công nghiệp 1. Công nhân đang làm việc tại doanh nghiệp, hợp tác xã, liên hiệp hợp tác xã sản xuất trong khu công nghiệp. 2. Doanh nghiệp kinh doanh kết cấu hạ tầng khu công nghiệp; doanh nghiệp, hợp tác xã, liên hiệp hợp tác xã sản xuất trong khu công nghiệp đầu tư xây dựng nhà lưu trú công nhân.",Một công nhân làm việc tại doanh nghiệp trong khu công nghiệp nhưng không sống tại khu công nghiệp có được hưởng chính sách hỗ trợ nhà lưu trú đúng hay sai?,Đúng
Luật Viên chức - Đơn phương chấm dứt hợp đồng làm việc,Người đứng đầu đơn vị sự nghiệp công lập phải báo cho viên chức biết trước ít nhất 30 ngày khi đơn phương chấm dứt hợp đồng làm việc không xác định thời hạn. đúng hay sai?,Sai
"Luật An ninh mạng: Trách nhiệm của Bộ, ngành, Ủy ban nhân dân cấp tỉnh... phối hợp với Bộ Công an thực hiện quản lý nhà nước về an ninh mạng của Bộ, ngành, địa phương.","Bộ, ngành, Ủy ban nhân dân cấp tỉnh phải phối hợp với Bộ Tư pháp để quản lý nhà nước về an ninh mạng trong phạm vi quản lý của mình đúng hay sai?",Sai
Luật Nhà ở - Điều 87: Thế chấp dự án đầu tư xây dựng nhà ở và thế chấp nhà ở hình thành trong tương lai,Chủ đầu tư có thể ký hợp đồng mua bán nhà ở hình thành trong tương lai mà không cần cung cấp văn bản thông báo nhà ở đủ điều kiện được bán đúng hay sai?,Sai
"Luật Giáo dục: Trường giáo dưỡng có nhiệm vụ giáo dục người chưa thành niên vi phạm pháp luật để đối tượng này rèn luyện, phát triển lành mạnh, trở thành người lương thiện, có khả năng tái hòa nhập vào đời sống xã hội. Bộ trưởng Bộ Công an có trách nhiệm chủ trì, phối hợp với Bộ trưởng Bộ Giáo dục và Đào tạo, Bộ trưởng Bộ Lao động - Thương binh và Xã hội quy định chương trình giáo dục cho trường giáo dưỡng.",Trường giáo dưỡng có nhiệm vụ giáo dục người chưa thành niên vi phạm pháp luật để họ trở thành người lương thiện và tái hòa nhập xã hội đúng hay sai?,Đúng
"Luật Nhà ở - Yêu cầu chung về phát triển và quản lý, sử dụng nhà ở",Việc phát triển nhà ở phải phù hợp với chiến lược phát triển nhà ở quốc gia và quy hoạch sử dụng đất theo quy định của Luật Nhà ở đúng hay sai?,Đúng
"Bộ luật dân sự, Điều 205: Không áp dụng thời hiệu khởi kiện... (nội dung văn bản như trong yêu cầu)","Trong tranh chấp về quyền sử dụng đất, thời hiệu khởi kiện không được áp dụng theo quy định của Bộ luật dân sự. đúng hay sai?",Đúng
Luật Nhà ở - Các loại hình nhà ở phát triển theo dự án đầu tư xây dựng nhà ở và tiêu chuẩn diện tích nhà ở,"Trong khu vực nông thôn, nhà ở phải bao gồm các công trình phụ trợ phục vụ nhu cầu sinh hoạt, sản xuất của gia đình đúng hay sai?",Đúng
"Luật Căn cước - Người làm công tác quản lý căn cước; đào tạo, huấn luyện; trách nhiệm bảo đảm an ninh, an toàn và tính đầy đủ, chính xác của thông tin","Người làm công tác quản lý căn cước không cần được đào tạo chuyên môn, nghiệp vụ vì không có quy định bắt buộc đúng hay sai?",Sai
"Luật Điện ảnh, Điều 15: Tổ chức chương trình phim, tuần phim Việt Nam tại nước ngoài
1. Bộ Văn hóa, Thể thao và Du lịch tổ chức chương trình phim, tuần phim Việt Nam tại nước ngoài theo kế hoạch.
2. Cơ quan, tổ chức khác tổ chức chương trình phim, tuần phim Việt Nam tại nước ngoài thông báo bằng văn bản cho Cơ quan đại diện ngoại giao Việt Nam ở nước sở tại hoặc địa bàn kiêm nhiệm về nội dung, kế hoạch tổ chức ít nhất là 20 ngày trước ngày tổ chức.
3. Cơ quan đại diện ngoại giao Việt Nam ở nước sở tại hoặc địa bàn kiêm nhiệm hỗ trợ, tạo điều kiện thuận lợi cho việc tổ chức chương trình phim, tuần phim Việt Nam tại nước ngoài và thông báo cho Bộ Văn hóa, Thể thao và Du lịch trong trường hợp phát hiện thấy nội dung không phù hợp.
4. Người đứng đầu Cơ quan, tổ chức phải chịu trách nhiệm về việc tổ chức chương trình phim, tuần phim Việt Nam tại nước ngoài.","Nếu một tổ chức nước ngoài tổ chức chương trình phim Việt Nam mà không thông báo cho Cơ quan đại diện ngoại giao, thì người đứng đầu tổ chức này không bị xử lý đúng hay sai?",Sai
"Hiến pháp
Công dân có nghĩa vụ trung thành với Tổ quốc.
Phản bội Tổ quốc là tội nặng nhất.",Công dân có nghĩa vụ trung thành với Tổ quốc đúng hay sai?,Đúng
"Luật Tố tụng hành chính: Thủ tục cấp, tống đạt hoặc thông báo văn bản tố tụng... phải ký nhận vào biên bản hoặc sổ giao nhận... thời điểm để tính thời hạn tố tụng là ngày họ được cấp, tống đạt hoặc thông báo văn bản tố tụng.",Người được cấp văn bản tố tụng phải ký nhận vào biên bản hoặc sổ giao nhận đúng hay sai?,Đúng
Luật Bảo vệ môi trường: Phân cấp sự cố môi trường và các giai đoạn ứng phó sự cố môi trường,Sự cố môi trường cấp tỉnh là sự cố ảnh hưởng đến 03 đơn vị hành chính cấp tỉnh trở lên đúng hay sai?,Sai
"Luật Tố tụng hành chính: Sự có mặt của người giám định
1. Người giám định có nghĩa vụ tham gia phiên tòa theo giấy triệu tập của Tòa án để làm rõ những vấn đề liên quan đến việc giám định và kết luận giám định.
2. Trường hợp người giám định vắng mặt thì Hội đồng xét xử quyết định hoãn phiên tòa hoặc vẫn tiến hành xét xử.","Trường hợp người giám định vắng mặt, Hội đồng xét xử chỉ có thể quyết định hoãn phiên tòa chứ không thể tiến hành xét xử đúng hay sai?",Sai
"Luật Nhà ở: Nguyên tắc huy động, sử dụng vốn để phát triển nhà ở; Điều 1 và Điều 3",Một công ty huy động vốn để phân chia lợi nhuận theo tỷ lệ cổ phần thay vì tỷ lệ vốn góp sẽ tuân thủ quy định pháp luật đúng hay sai?,Sai
"Luật Khám bệnh, chữa bệnh - Gia hạn giấy phép hành nghề","Theo Điều 2 của Luật Khám bệnh, chữa bệnh, điều kiện gia hạn giấy phép hành nghề đối với các chức danh bác sỹ, y sỹ, điều dưỡng, hộ sinh, kỹ thuật y, dinh dưỡng lâm sàng, cấp cứu viên ngoại viện, tâm lý lâm sàng và lương y bao gồm việc đáp ứng yêu cầu về cập nhật kiến thức y khoa liên tục theo quy định tại Điều 22 của Luật này. đúng hay sai?",Đúng
"Bộ luật dân sự
Chiếm hữu ngay tình
Chiếm hữu ngay tình là việc chiếm hữu mà người chiếm hữu có căn cứ để tin rằng mình có quyền đối với tài sản đang chiếm hữu.",Một người mua nhà đất với giấy tờ không đầy đủ nhưng tin rằng mình có quyền sở hữu thì thuộc trường hợp chiếm hữu ngay tình. đúng hay sai?,Đúng
"Luật Đất đai - Trách nhiệm báo cáo kết quả thực hiện quy hoạch, kế hoạch sử dụng đất","Nếu Ủy ban nhân dân cấp huyện báo cáo kết quả quy hoạch sử dụng đất sau ngày 15 tháng 10, thì hành vi này không vi phạm quy định pháp luật. đúng hay sai?",Sai
"Bộ luật dân sự
Quyền định đoạt là quyền chuyển giao quyền sở hữu tài sản, từ bỏ quyền sở hữu, tiêu dùng hoặc tiêu hủy tài sản.","Nếu một người từ bỏ quyền sở hữu tài sản, hành vi này có thể được coi là thực hiện quyền định đoạt. đúng hay sai?",Đúng
"Bộ luật dân sự: Hợp đồng mượn tài sản là sự thỏa thuận giữa các bên, theo đó bên cho mượn giao tài sản cho bên mượn để sử dụng trong một thời hạn mà không phải trả tiền, bên mượn phải trả lại tài sản đó khi hết thời hạn mượn hoặc mục đích mượn đã đạt được.",Hợp đồng mượn tài sản yêu cầu bên mượn phải trả lại tài sản khi mục đích mượn đã đạt được đúng hay sai?,Đúng
Luật Đường bộ - Cấp kỹ thuật của đường bộ,Một dự án xây dựng đường cấp III có thể áp dụng tiêu chuẩn kỹ thuật của Bộ Xây dựng đúng hay sai?,Đúng
"Luật Du lịch
Hiệu lực thi hành
1. Luật này có hiệu lực thi hành từ ngày 01 tháng 01 năm 2018.
2. Luật Du lịch số 44/2005/QH11 hết hiệu lực kể từ ngày Luật này có hiệu lực thi hành.",Luật Du lịch số 44/2005/QH11 hết hiệu lực từ ngày 01 tháng 01 năm 2017 đúng hay sai?,Sai
"Luật Tố tụng hành chính, Hỏi người bị kiện
1. Trường hợp có nhiều người bị kiện thì phải hỏi riêng từng người một.
2. Chỉ hỏi người bị kiện về vấn đề mà người bị kiện, người bảo vệ quyền và lợi ích hợp pháp của người bị kiện trình bày chưa rõ, có mâu thuẫn với nhau hoặc mâu thuẫn với lời khai của họ trước đó, mâu thuẫn với lời trình bày của người khởi kiện, người có quyền lợi, nghĩa vụ liên quan và người bảo vệ quyền và lợi ích hợp pháp của những người này.
3. Người bị kiện có thể tự mình trả lời hoặc người bảo vệ quyền và lợi ích hợp pháp của người bị kiện trả lời thay cho người bị kiện và sau đó người bị kiện trả lời bổ sung.","Theo Điều 3, người bị kiện không cần trả lời bổ sung sau khi người bảo vệ quyền lợi trả lời thay. đúng hay sai?",Sai
"Luật Tố tụng hành chính: Sửa một phần hoặc toàn bộ bản án, quyết định của Tòa án đã có hiệu lực pháp luật","Hội đồng xét xử giám đốc thẩm có thể sửa bản án, quyết định đã có hiệu lực pháp luật khi tài liệu, chứng cứ trong hồ sơ vụ án đầy đủ, rõ ràng và có đủ căn cứ để làm rõ các tình tiết trong vụ án đúng hay sai?",Đúng
"Luật Chăn nuôi: Nguyên tắc đặt tên dòng, giống vật nuôi mới
1. Mỗi dòng, giống vật nuôi mới chỉ được đặt một tên phù hợp bằng tiếng Việt.
2. Việc đặt tên dòng, giống vật nuôi mới phải bảo đảm không thuộc trường hợp sau đây:...
đ) Sử dụng tên cơ quan nhà nước, đơn vị vũ trang nhân dân, tên của tổ chức chính trị, tổ chức chính trị - xã hội, tổ chức chính trị xã hội - nghề nghiệp, tổ chức xã hội, tổ chức xã hội - nghề nghiệp, trừ trường hợp có sự chấp thuận của cơ quan, đơn vị hoặc tổ chức đó.",Việc đặt tên dòng giống vật nuôi mới không được sử dụng toàn bộ chữ số đúng hay sai?,Đúng
"Áp dụng các quy định khác của Luật này
Các quy định khác của Luật này được áp dụng để giải quyết vụ án hành chính đối với khiếu kiện về danh sách cử tri trong trường hợp Chương này không quy định, trừ các quy định về hoãn phiên tòa, gửi hồ sơ vụ án cho Viện kiểm sát nghiên cứu trước khi mở phiên tòa và các quy định về thủ tục phúc thẩm, giám đốc thẩm, tái thẩm.","Các quy định về thủ tục phúc thẩm, giám đốc thẩm, tái thẩm không được áp dụng trong vụ án hành chính về danh sách cử tri, đúng hay sai?",Sai
"Luật An ninh mạng
Nâng cao năng lực tự chủ về an ninh mạng
1. Nhà nước khuyến khích, tạo điều kiện để cơ quan, tổ chức, cá nhân nâng cao năng lực tự chủ về an ninh mạng và nâng cao khả năng sản xuất, kiểm tra, đánh giá, kiểm định thiết bị số, dịch vụ mạng, ứng dụng mạng.
2. Chính phủ thực hiện các biện pháp sau đây để nâng cao năng lực tự chủ về an ninh mạng cho cơ quan, tổ chức, cá nhân:
a) Thúc đẩy chuyển giao, nghiên cứu, làm chủ và phát triển công nghệ, sản phẩm, dịch vụ, ứng dụng để bảo vệ an ninh mạng;
b) Thúc đẩy ứng dụng công nghệ mới, công nghệ tiên tiến liên quan đến an ninh mạng;
c) Tổ chức đào tạo, phát triển và sử dụng nhân lực an ninh mạng;
d) Tăng cường môi trường kinh doanh, cải thiện điều kiện cạnh tranh hỗ trợ doanh nghiệp nghiên cứu, sản xuất sản phẩm, dịch vụ, ứng dụng để bảo vệ an ninh mạng.",Luật An ninh mạng yêu cầu Chính phủ phải thành lập cơ quan chuyên trách để quản lý an ninh mạng toàn bộ hệ thống mạng trong nước đúng hay sai?,Sai
"Hiến pháp: Uỷ ban thường vụ Quốc hội có nhiệm vụ và quyền hạn bao gồm giám sát, bãi bỏ văn bản trái pháp luật, đề nghị bầu chức danh, và ban bố tình trạng khẩn cấp.",Uỷ ban thường vụ Quốc hội có quyền ban bố tình trạng khẩn cấp trong cả nước mà không cần thông qua Quốc hội đúng hay sai?,Sai
Luật Tố tụng hành chính - Trình tự phát biểu khi tranh luận,"Trình tự phát biểu tranh luận bắt đầu bằng việc người bảo vệ quyền và lợi ích hợp pháp của người khởi kiện trình bày, sau đó là người bị kiện tranh luận, đối đáp đúng hay sai?",Đúng
Luật Nhà ở - Nguyên tắc thực hiện chính sách hỗ trợ về nhà ở xã hội,Trường hợp hộ gia đình có nhiều đối tượng được hỗ trợ thì phải áp dụng chính sách cho từng thành viên riêng biệt đúng hay sai?,Sai
Bộ luật dân sự: Trả tiền thuê khoán và phương thức trả,"Nếu hợp đồng thuê khoán không thỏa thuận thời hạn trả tiền, bên thuê khoán phải thanh toán vào ngày cuối cùng của mỗi tháng đúng hay sai?",Đúng
"Luật Trồng trọt: Ghi nhãn và quảng cáo giống cây trồng
1. Ghi nhãn và quảng cáo giống cây trồng thực hiện theo quy định của Luật này, pháp luật về thương mại, quảng cáo.
2. Nội dung ghi nhãn và quảng cáo giống cây trồng phải phù hợp với thông tin đã công bố trong hồ sơ đăng ký cấp quyết định công nhận lưu hành giống cây trồng được cơ quan có thẩm quyền xác nhận hoặc nội dung tự công bố lưu hành giống cây trồng.
3. Chính phủ quy định chi tiết Điều này.",Một doanh nghiệp tự công bố lưu hành giống cây trồng có thể tự ý thay đổi nội dung ghi nhãn mà không cần thông báo chính quyền địa phương đúng hay sai?,Sai
"Bộ luật dân sự, Di chúc 1. Năng lực lập di chúc, thay đổi hoặc huỷ bỏ di chúc được xác định theo pháp luật của nước mà người lập di chúc có quốc tịch tại thời điểm lập, thay đổi hoặc hủy bỏ di chúc. 2. Hình thức của di chúc được xác định theo pháp luật của nước nơi di chúc được lập. Hình thức của di chúc cũng được công nhận tại Việt Nam nếu phù hợp với pháp luật của một trong các nước sau đây: a) Nước nơi người lập di chúc cư trú tại thời điểm lập di chúc hoặc tại thời điểm người lập di chúc chết; b) Nước nơi người lập di chúc có quốc tịch tại thời điểm lập di chúc hoặc tại thời điểm người lập di chúc chết; c) Nước nơi có bất động sản nếu di sản thừa kế là bất động sản.",Di chúc lập tại nước B có thể được công nhận tại Việt Nam nếu phù hợp với pháp luật của nước nơi người lập di chúc cư trú tại thời điểm chết đúng hay sai?,Sai
"Bộ luật dân sự
Sở hữu riêng và tài sản thuộc sở hữu riêng
1. Sở hữu riêng là sở hữu của một cá nhân hoặc một pháp nhân.
2. Tài sản hợp pháp thuộc sở hữu riêng không bị hạn chế về số lượng, giá trị.",Tài sản hợp pháp thuộc sở hữu riêng có thể bị hạn chế về số lượng và giá trị đúng hay sai?,Sai
"Bộ luật dân sự, Nghĩa vụ của bên được uỷ quyền (Điều 146)","Bên được uỷ quyền có nghĩa vụ giữ bí mật thông tin mà mình biết được trong khi thực hiện việc uỷ quyền, kể cả sau khi việc uỷ quyền kết thúc đúng hay sai?",Sai
"Luật Khám bệnh, chữa bệnh - Hiệu lực thi hành","Cơ sở khám bệnh, chữa bệnh phải đáp ứng tiêu chuẩn chất lượng từ 01/01/2025, bất kể loại hình hoạt động đúng hay sai?",Sai
"Luật Viễn thông: Giấy phép viễn thông, điều kiện cấp phép, thẩm quyền quản lý...",Đài phát thanh quốc gia có thể được cấp giấy phép thiết lập mạng viễn thông có thời hạn không quá 10 năm đúng hay sai?,Đúng
"Bộ luật dân sự, Quyền của bên nhận thế chấp (Điều 301)","Bên nhận thế chấp có quyền xem xét, kiểm tra trực tiếp tài sản thế chấp mà không bị cản trở đúng theo quy định của Bộ luật dân sự?",Đúng
"Luật Thanh niên: Chính sách về học tập và nghiên cứu khoa học; bảo đảm bình đẳng trong tiếp cận giáo dục; chương trình giáo dục đạo đức, kỹ năng sống; chính sách tín dụng, học bổng; hỗ trợ nghiên cứu khoa học; ưu đãi đầu tư đổi mới sáng tạo.",Luật Thanh niên yêu cầu các tổ chức phải cung cấp học bổng và chính sách tín dụng cho thanh niên đúng hay sai?,Sai
Luật Bảo vệ môi trường - Thẩm quyền thẩm định báo cáo đánh giá tác động môi trường,Dự án đầu tư thuộc thẩm quyền của Bộ Tài nguyên và Môi trường có thể được thẩm định bởi Ủy ban nhân dân cấp tỉnh nếu nằm trên địa bàn hai tỉnh đúng hay sai?,Sai
"Luật Phòng, chống ma túy - Kiểm soát hoạt động nhập khẩu, xuất khẩu, tạm nhập, tái xuất, tạm xuất, tái nhập, quá cảnh chất ma túy, tiền chất, thuốc gây nghiện, thuốc hướng thần... Chính phủ quy định chi tiết Điều này.",Cơ quan có thẩm quyền chỉ cần kiểm soát hoạt động nhập khẩu chất ma túy mà không cần kiểm soát hoạt động tái xuất đúng hay sai?,Đúng
"Luật Khám bệnh, chữa bệnh - Thiết bị y tế
1. Thiết bị y tế sử dụng tại các cơ sở khám bệnh, chữa bệnh phải được phép lưu hành hợp pháp tại Việt Nam.
2. Việc sử dụng, kiểm tra, bảo dưỡng, bảo trì, sửa chữa, thay thế vật tư linh kiện, kiểm định, hiệu chuẩn thiết bị y tế phải tuân thủ quy định của nhà sản xuất, trừ trường hợp pháp luật có quy định khác về kiểm định, hiệu chuẩn.
3. Cơ sở khám bệnh, chữa bệnh phải lập, quản lý, lưu trữ đầy đủ hồ sơ theo dõi thiết bị y tế.
4. Chính phủ quy định chi tiết Điều này.","Thiết bị y tế sử dụng tại các cơ sở khám bệnh, chữa bệnh phải được phép lưu hành hợp pháp tại Việt Nam. đúng hay sai?",Đúng
